id|data_inversa|dia_semana|horario|uf|br|municipio|causa_acidente|tipo_acidente|classificacao_acidente|fase_dia|condicao_metereologica|pessoas|mortos|feridos_leves|feridos_graves
260205|2020-01-01|quarta-feira|18:30:00|MG|40.0|RIBEIRAO DAS NEVES|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Anoitecer|Nublado|2|0|0|1
260206|2020-01-01|quarta-feira|17:30:00|ES|101.0|ATILIO VIVACQUA|Defeito Mecânico no Veículo|Saída de leito carroçável|Sem Vítimas|Pleno dia|Sol|1|0|0|0
260208|2020-01-01|quarta-feira|17:25:00|PR|277.0|SAO MIGUEL DO IGUACU|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|5|0|1|0
260209|2020-01-01|quarta-feira|15:00:00|AP|156.0|PORTO GRANDE|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
260210|2020-01-01|quarta-feira|18:25:00|PI|230.0|FLORIANO|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Nublado|2|0|0|1
260211|2020-01-01|quarta-feira|18:40:00|PR|369.0|CASCAVEL|Ingestão de Álcool|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
260213|2020-01-01|quarta-feira|17:30:00|PR|163.0|SANTO ANTONIO DO SUDOESTE|Ultrapassagem Indevida|Saída de leito carroçável|Com Vítimas Fatais|Pleno dia|Sol|6|1|3|1
260214|2020-01-01|quarta-feira|18:45:00|PR|277.0|SAO MIGUEL DO IGUACU|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|2|0|0|1
260215|2020-01-01|quarta-feira|18:45:00|DF|70.0|BRASILIA|Ingestão de Álcool|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
260216|2020-01-01|quarta-feira|17:25:00|CE|116.0|HORIZONTE|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|4|0|3|1
260217|2020-01-01|quarta-feira|19:00:00|MG|381.0|BETIM|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
260218|2020-01-01|quarta-feira|16:20:00|MT|70.0|VARZEA GRANDE|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260219|2020-01-01|quarta-feira|17:40:00|PR|116.0|CAMPINA GRANDE DO SUL|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
260220|2020-01-01|quarta-feira|04:30:00|TO|153.0|ALIANCA DO TOCANTINS|Ingestão de Álcool|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Ignorado|1|0|1|0
260221|2020-01-01|quarta-feira|19:30:00|PR|277.0|MORRETES|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Chuva|4|0|2|0
260222|2020-01-01|quarta-feira|16:45:00|RJ|40.0|DUQUE DE CAXIAS|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|3|0|2|0
260223|2020-01-01|quarta-feira|19:45:00|PR|369.0|LONDRINA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Chuva|4|0|2|0
260224|2020-01-01|quarta-feira|19:00:00|PB|361.0|PATOS|Ingestão de Álcool|Colisão transversal|Com Vítimas Feridas|Plena Noite|Nublado|3|0|3|0
260225|2020-01-01|quarta-feira|19:20:00|MG|381.0|PERDOES|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Plena Noite|Nublado|2|0|0|0
260226|2020-01-01|quarta-feira|19:15:00|DF|80.0|BRASILIA|Falta de Atenção à Condução|Engavetamento|Com Vítimas Feridas|Plena Noite|Nublado|4|0|1|0
260227|2020-01-01|quarta-feira|20:20:00|MG|381.0|JOAO MONLEVADE|Defeito na Via|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
260228|2020-01-01|quarta-feira|18:30:00|MG|40.0|MATIAS BARBOSA|Velocidade Incompatível|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Nublado|2|0|2|0
260229|2020-01-01|quarta-feira|18:00:00|MG|262.0|LUZ|Velocidade Incompatível|Tombamento|Com Vítimas Fatais|Anoitecer|Céu Claro|2|1|1|0
260230|2020-01-01|quarta-feira|15:40:00|SC|280.0|CORUPA|Velocidade Incompatível|Colisão frontal|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|6|0|2|1
260231|2020-01-01|quarta-feira|20:00:00|RJ|116.0|DUQUE DE CAXIAS|Ingestão de Substâncias Psicoativas|Queda de ocupante de veículo|Sem Vítimas|Plena Noite|Nublado|1|0|0|0
260233|2020-01-01|quarta-feira|17:45:00|MG|262.0|NOVA SERRANA|Condutor Dormindo|Colisão com objeto estático|Com Vítimas Feridas|Anoitecer|Nublado|1|0|1|0
260234|2020-01-01|quarta-feira|02:30:00|SC|280.0|IRINEOPOLIS|Ingestão de Álcool|Capotamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
260235|2020-01-01|quarta-feira|19:32:00|MG|381.0|SAO SEBASTIAO DA BELA VISTA|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|2|0|2|0
260236|2020-01-01|quarta-feira|16:10:00|SC|280.0|MAFRA|Não guardar distância de segurança|Engavetamento|Com Vítimas Feridas|Pleno dia|Nublado|6|0|3|0
260238|2020-01-01|quarta-feira|21:10:00|SC|101.0|LAGUNA|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|1|0|1|0
260239|2020-01-01|quarta-feira|17:56:00|GO|414.0|ABADIANIA|Ingestão de Álcool|Colisão frontal|Com Vítimas Feridas|Pleno dia|Nublado|7|0|2|4
260240|2020-01-01|quarta-feira|19:40:00|PA|316.0|SANTA IZABEL DO PARA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|1|0|0|1
260241|2020-01-01|quarta-feira|18:10:00|PR|376.0|GUARATUBA|Defeito Mecânico no Veículo|Saída de leito carroçável|Sem Vítimas|Anoitecer|Céu Claro|1|0|0|0
260242|2020-01-01|quarta-feira|20:20:00|RO|364.0|OURO PRETO DO OESTE|Defeito na Via|Tombamento|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
260243|2020-01-01|quarta-feira|19:00:00|MS|163.0|MUNDO NOVO|Ingestão de Álcool|Saída de leito carroçável|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
260244|2020-01-01|quarta-feira|21:40:00|ES|447.0|VILA VELHA|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
260245|2020-01-01|quarta-feira|22:10:00|MG|459.0|POUSO ALEGRE|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Com Vítimas Fatais|Plena Noite|Céu Claro|4|1|0|3
260246|2020-01-01|quarta-feira|17:30:00|SP|116.0|MIRACATU|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
260247|2020-01-01|quarta-feira|21:40:00|BA|242.0|LUIS EDUARDO MAGALHAES|Ingestão de Álcool|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|0|1
260248|2020-01-01|quarta-feira|19:40:00|PR|376.0|SAO JOSE DOS PINHAIS|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Chuva|2|0|2|0
260249|2020-01-01|quarta-feira|22:45:00|RN|101.0|NATAL|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Ignorado|2|0|1|1
260250|2020-01-01|quarta-feira|23:00:00|MG|40.0|CAETANOPOLIS|Defeito Mecânico no Veículo|Incêndio|Sem Vítimas|Plena Noite|Nublado|1|0|0|0
260251|2020-01-01|quarta-feira|19:20:00|MA|10.0|CIDELANDIA|Ultrapassagem Indevida|Colisão traseira|Com Vítimas Fatais|Plena Noite|Céu Claro|2|1|0|0
260253|2020-01-01|quarta-feira|10:15:00|SC|470.0|GASPAR|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|3|0|1|0
260255|2020-01-01|quarta-feira|22:10:00|RJ|101.0|ANGRA DOS REIS|Ingestão de Álcool|Colisão frontal|Com Vítimas Feridas|Plena Noite|Céu Claro|4|0|1|0
260256|2020-01-01|quarta-feira|17:55:00|SP|116.0|JUQUITIBA|Pista Escorregadia|Colisão com objeto estático|Com Vítimas Feridas|Anoitecer|Garoa/Chuvisco|4|0|4|0
260257|2020-01-01|quarta-feira|22:50:00|CE|116.0|FORTALEZA|Ingestão de Álcool|Capotamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
260258|2020-01-01|quarta-feira|20:55:00|RJ|116.0|SEROPEDICA|Velocidade Incompatível|Colisão transversal|Com Vítimas Feridas|Plena Noite|Céu Claro|5|0|5|0
260259|2020-01-01|quarta-feira|22:10:00|RO|364.0|ARIQUEMES|Sinalização da via insuficiente ou inadequada|Colisão com objeto estático|Sem Vítimas|Plena Noite|Chuva|4|0|0|0
260260|2020-01-01|quarta-feira|23:30:00|MG|381.0|BETIM|Desobediência às normas de trânsito pelo condutor|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Chuva|3|0|2|0
260261|2020-01-01|quarta-feira|23:45:00|MG|381.0|BETIM|Ingestão de Álcool|Colisão com objeto estático|Sem Vítimas|Plena Noite|Chuva|1|0|0|0
260262|2020-01-02|quinta-feira|01:30:00|TO|153.0|COLINAS DO TOCANTINS|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Fatais|Plena Noite|Nublado|2|1|0|0
260263|2020-01-02|quinta-feira|02:15:00|BA|20.0|SAO DESIDERIO|Condutor Dormindo|Capotamento|Com Vítimas Fatais|Plena Noite|Céu Claro|5|1|0|3
260264|2020-01-02|quinta-feira|03:10:00|SP|116.0|JUQUIA|Condutor Dormindo|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Chuva|1|0|0|1
260265|2020-01-02|quinta-feira|02:00:00|SC|101.0|SANGAO|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Plena Noite|Chuva|5|0|2|0
260266|2020-01-01|quarta-feira|21:00:00|SP|116.0|BARRA DO TURVO|Velocidade Incompatível|Capotamento|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|3|0|2|0
260267|2020-01-02|quinta-feira|05:40:00|MG|381.0|CARMOPOLIS DE MINAS|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Amanhecer|Nublado|3|0|0|3
260268|2020-01-02|quinta-feira|04:15:00|SC|280.0|SAO BENTO DO SUL|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
260269|2020-01-02|quinta-feira|06:30:00|PE|232.0|MORENO|Desobediência às normas de trânsito pelo condutor|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260270|2020-01-02|quinta-feira|04:45:00|RJ|116.0|TERESOPOLIS|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
260271|2020-01-01|quarta-feira|16:30:00|RJ|101.0|MANGARATIBA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
260272|2020-01-02|quinta-feira|06:30:00|DF|60.0|BRASILIA|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Amanhecer|Céu Claro|3|0|3|0
260273|2020-01-01|quarta-feira|17:15:00|BA|242.0|LENCOIS|Falta de Atenção à Condução|Capotamento|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
260274|2020-01-02|quinta-feira|04:00:00|MG|381.0|SANTA LUZIA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|2|0|2|0
260275|2020-01-02|quinta-feira|05:30:00|CE|222.0|ITAPAJE|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Amanhecer|Chuva|1|0|1|0
260276|2020-01-02|quinta-feira|06:25:00|ES|262.0|CARIACICA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
260277|2020-01-02|quinta-feira|07:00:00|SP|153.0|OCAUCU|Condutor Dormindo|Colisão frontal|Com Vítimas Fatais|Pleno dia|Nublado|3|1|1|0
260278|2020-01-02|quinta-feira|05:30:00|MT|364.0|ALTO ARAGUAIA|Falta de Atenção à Condução|Tombamento|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
260279|2020-01-02|quinta-feira|07:45:00|SP|116.0|TAUBATE|Defeito Mecânico no Veículo|Colisão com objeto em movimento|Com Vítimas Feridas|Pleno dia|Nublado|1|0|1|0
260280|2020-01-02|quinta-feira|04:20:00|SP|116.0|BARRA DO TURVO|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Chuva|4|0|1|0
260281|2020-01-02|quinta-feira|06:10:00|CE|116.0|FORTALEZA|Defeito Mecânico no Veículo|Danos eventuais|Sem Vítimas|Pleno dia|Chuva|1|0|0|0
260282|2020-01-01|quarta-feira|16:30:00|MG|262.0|UBERABA|Falta de Atenção à Condução|Saída de leito carroçável|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
260283|2020-01-02|quinta-feira|03:45:00|SC|470.0|CAMPOS NOVOS|Velocidade Incompatível|Colisão com objeto estático|Sem Vítimas|Plena Noite|Ignorado|1|0|0|0
260284|2020-01-01|quarta-feira|20:30:00|CE|222.0|TIANGUA|Ingestão de Álcool|Colisão traseira|Sem Vítimas|Plena Noite|Chuva|2|0|0|0
260285|2020-01-02|quinta-feira|07:30:00|RJ|101.0|CAMPOS DOS GOYTACAZES|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260286|2020-01-02|quinta-feira|07:45:00|SP|116.0|SAO LOURENCO DA SERRA|Avarias e/ou desgaste excessivo no pneu|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|5|0|3|0
260287|2020-01-02|quinta-feira|07:40:00|DF|40.0|BRASILIA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260288|2020-01-02|quinta-feira|07:30:00|RN|304.0|MOSSORO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|0
260289|2020-01-02|quinta-feira|07:10:00|GO|60.0|INDIARA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
260290|2020-01-02|quinta-feira|06:20:00|ES|259.0|COLATINA|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Pleno dia|Nublado|1|0|1|0
260291|2020-01-02|quinta-feira|06:30:00|PI|316.0|PICOS|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
260292|2020-01-02|quinta-feira|06:15:00|MG|251.0|FRANCISCO SA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Amanhecer|Garoa/Chuvisco|7|0|3|0
260293|2020-01-02|quinta-feira|08:50:00|PR|373.0|PONTA GROSSA|Desobediência às normas de trânsito pelo condutor|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|0|1
260294|2020-01-02|quinta-feira|08:30:00|SP|116.0|BARRA DO TURVO|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
260296|2020-01-02|quinta-feira|07:30:00|MG|153.0|CANAPOLIS|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
260297|2020-01-02|quinta-feira|08:20:00|MG|50.0|ARAGUARI|Pista Escorregadia|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
260298|2020-01-02|quinta-feira|09:30:00|RS|290.0|SANTO ANTONIO DA PATRULHA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|4|0|4|0
260299|2020-01-02|quinta-feira|09:10:00|RS|116.0|SAO LEOPOLDO|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
260300|2020-01-02|quinta-feira|08:35:00|RS|290.0|SANTO ANTONIO DA PATRULHA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
260302|2020-01-02|quinta-feira|05:40:00|MA|135.0|DOM PEDRO|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Amanhecer|Céu Claro|2|0|2|0
260303|2020-01-02|quinta-feira|08:38:00|MG|40.0|LAGOA GRANDE|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Fatais|Pleno dia|Céu Claro|1|1|0|0
260304|2020-01-02|quinta-feira|07:52:00|RO|319.0|PORTO VELHO|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|1
260305|2020-01-02|quinta-feira|08:10:00|BA|116.0|VITORIA DA CONQUISTA|Desobediência às normas de trânsito pelo condutor|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
260306|2020-01-02|quinta-feira|08:50:00|GO|50.0|IPAMERI|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Nublado|5|0|2|2
260307|2020-01-02|quinta-feira|08:40:00|MG|116.0|CARATINGA|Desobediência às normas de trânsito pelo condutor|Atropelamento de Pedestre|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
260308|2020-01-01|quarta-feira|23:00:00|RJ|493.0|JAPERI|Condutor Dormindo|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|1
260310|2020-01-01|quarta-feira|13:20:00|BA|101.0|MASCOTE|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Pleno dia|Chuva|3|0|1|1
260311|2020-01-02|quinta-feira|10:00:00|RS|392.0|PELOTAS|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
260312|2020-01-02|quinta-feira|10:20:00|MG|116.0|ALEM PARAIBA|Condutor Dormindo|Colisão frontal|Com Vítimas Feridas|Pleno dia|Sol|5|0|0|2
260314|2020-01-02|quinta-feira|10:20:00|SC|101.0|SOMBRIO|Não guardar distância de segurança|Colisão traseira|Sem Vítimas|Pleno dia|Nublado|3|0|0|0
260315|2020-01-02|quinta-feira|10:40:00|TO|153.0|BARROLANDIA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|1
260316|2020-01-02|quinta-feira|10:00:00|BA|242.0|BARREIRAS|Avarias e/ou desgaste excessivo no pneu|Capotamento|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
260318|2020-01-02|quinta-feira|10:50:00|RJ|101.0|ANGRA DOS REIS|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
260319|2020-01-02|quinta-feira|10:40:00|GO|153.0|PROFESSOR JAMIL|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
260322|2020-01-02|quinta-feira|10:40:00|ES|101.0|VIANA|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260323|2020-01-02|quinta-feira|10:35:00|RS|290.0|SANTO ANTONIO DA PATRULHA|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
260324|2020-01-02|quinta-feira|09:00:00|MG|116.0|GOVERNADOR VALADARES|Falta de Atenção à Condução|Atropelamento de Pedestre|Com Vítimas Fatais|Pleno dia|Céu Claro|2|1|0|0
260325|2020-01-02|quinta-feira|11:55:00|SC|101.0|BALNEARIO CAMBORIU|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260326|2020-01-02|quinta-feira|11:40:00|SC|101.0|PORTO BELO|Não guardar distância de segurança|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260327|2020-01-02|quinta-feira|12:00:00|PB|230.0|CAMPINA GRANDE|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|0
260328|2020-01-02|quinta-feira|10:20:00|PR|376.0|CURITIBA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
260329|2020-01-02|quinta-feira|08:40:00|SC|101.0|BARRA VELHA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
260330|2020-01-01|quarta-feira|17:00:00|PI|135.0|MONTE ALEGRE DO PIAUI|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|0|2
260331|2020-01-02|quinta-feira|12:00:00|PR|376.0|PONTA GROSSA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
260333|2020-01-02|quinta-feira|11:05:00|MS|163.0|SONORA|Avarias e/ou desgaste excessivo no pneu|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
260334|2020-01-02|quinta-feira|12:20:00|RN|110.0|MOSSORO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260336|2020-01-01|quarta-feira|17:30:00|ES|101.0|SOORETAMA|Falta de Atenção à Condução|Saída de leito carroçável|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
260337|2020-01-02|quinta-feira|12:20:00|MG|381.0|CARMOPOLIS DE MINAS|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|8|0|1|0
260338|2020-01-02|quinta-feira|11:00:00|RS|290.0|RIO PARDO|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Fatais|Pleno dia|Céu Claro|3|1|0|0
260339|2020-01-02|quinta-feira|11:20:00|BA|20.0|SAO DESIDERIO|Pista Escorregadia|Capotamento|Com Vítimas Feridas|Pleno dia|Chuva|4|0|3|0
260340|2020-01-02|quinta-feira|12:00:00|RN|101.0|SAO GONCALO DO AMARANTE|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260341|2020-01-02|quinta-feira|11:10:00|RO|364.0|PORTO VELHO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
260342|2020-01-02|quinta-feira|12:35:00|RS|386.0|TAQUARI|Condutor Dormindo|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
260343|2020-01-02|quinta-feira|12:40:00|RJ|393.0|TRES RIOS|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
260344|2020-01-02|quinta-feira|12:50:00|RN|304.0|MOSSORO|Objeto estático sobre o leito carroçável|Capotamento|Com Vítimas Feridas|Pleno dia|Nublado|5|0|3|2
260345|2020-01-02|quinta-feira|12:40:00|RS|116.0|VACARIA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
260346|2020-01-02|quinta-feira|12:45:00|RS|158.0|CRUZ ALTA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
260348|2020-01-02|quinta-feira|12:45:00|PR|376.0|CURITIBA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Chuva|3|0|1|0
260349|2020-01-02|quinta-feira|13:15:00|AL|101.0|RIO LARGO|Defeito Mecânico no Veículo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Sol|1|0|0|1
260350|2020-01-02|quinta-feira|12:40:00|BA|116.0|ANTONIO CARDOSO|Pista Escorregadia|Colisão frontal|Com Vítimas Feridas|Pleno dia|Chuva|5|0|4|0
260351|2020-01-02|quinta-feira|13:10:00|PR|277.0|PALMEIRA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|2|0|2|0
260352|2020-01-02|quinta-feira|13:50:00|GO|60.0|RIO VERDE|Defeito Mecânico no Veículo|Tombamento|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|1
260353|2020-01-02|quinta-feira|13:30:00|MG|40.0|JUIZ DE FORA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|4|0|0|1
